Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
,ORD-2025-0389,Mercado Local,Miniso Multiplaza,TrasTienda,2025-05-19 00:00:00,refuerzo de madera de 2x2 en el marco de la puerta de trastienda,Mayo 2025,Media,Puertas,Correctivo,Facility,2025-06-03 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,Julio 2025,Atrasado,66,100,2151-01-15 00:00:00,Finalizado,Facility,22.57,3 reglas de mader de 2x2x12,Captura de pantalla 2025-05-29 163425.png,-
,ORD-2025-0390,Mercado Local,Miniso Multiplaza,Tienda,2025-05-20 00:00:00,retoque de pintura en tienda de color blanco,Mayo 2025,Media,Pintura,Correctivo,Master Retail,2025-06-04 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,Julio 2025,Atrasado,64,99,2151-01-16 00:00:00,Finalizado,Facility,87.81,"2 galones de pintura blanca
1 borcha de 3 , BEHR
1 bandeja de pintura , 1 maqina para pintar ,1 cubierta de 9 ",https://drive.google.com/open?id=1TAim2ygGBDfeUz22oCeZZcC-15as7uAC&usp=drive_copy,-
,ORD-2025-0018,Real State,"Inmobiliaria Cuca, S.A.",Apartamento 20a,2025-05-21 00:00:00,-Se debe pintar el area afuera del departamento,Mayo 2025,Baja,Pintura,Correctivo,Facility,2025-06-20 00:00:00,17/06/2025,2025-06-17 00:00:00,Junio 2025,A Tiempo,27,98,2151-01-17 00:00:00,Finalizado,Facility,25.4,Pintura Berh Pintura acrílica Premium Plus acabado mate base media de 1gl; Juego premium de 5 piezas para pint; ,,-
,ORD-2025-0399,Mercado Local,Miniso Town Center ,TrasTienda,2025-05-21 00:00:00,se requiere instalar 2 interruptores sencillos  para control de encendido apagado de caja de luces ,Mayo 2025,Media,Electricidad,Correctivo,Master Retail,2025-06-05 00:00:00,2025-08-07 00:00:00,2025-08-07 00:00:00,Agosto 2025,Atrasado,78,98,2151-01-17 00:00:00,Finalizado,Facility,24.4,"1 caja 4x4x1/2 ,2 interruptores sencillos, 1 tapa de repello 2 gand, 1 tapa para interruptor de 2 gang, 20 pies de cable amarillo #12, 20 pies de cablle blanco#12, 20 pies de cable rojo #12, 4 conectores electricos de 1/2 , 6 tacos para gypsum, 6 tornillos chimetal #8 x 1 1/4",Captura de pantalla 2025-05-29 165039.png,-
,ORD-2025-0415,Aeropuerto,Sugar Fly Capilla,Tienda,2025-05-21 00:00:00,cambio de cerradura de puerta de mueble  ,Mayo 2025,Media,Cerrajeria ,Correctivo,Master Retail,2025-06-05 00:00:00,2025-05-28 00:00:00,2025-05-28 00:00:00,Mayo 2025,A Tiempo,7,98,2151-01-17 00:00:00,Finalizado,Facility ,6.75,1 cerradura para mueble ,,-
,ORD-2025-0422,Aeropuerto,Sugar Fly Terminal 2,Tienda,2025-05-21 00:00:00,cambio de cerradura de de puerta de mueble  de vitrina ,Mayo 2025,Media,Cerrajeria ,Correctivo,Master Retail,2025-06-05 00:00:00,2025-05-28 00:00:00,2025-05-28 00:00:00,Mayo 2025,A Tiempo,7,98,2151-01-17 00:00:00,Finalizado,Facility ,,1 cerradura de puerta para vitrina,,-
,ORD-2025-0278,Real State,"Plaza Pacifica Top, S.A.",Local 5,2025-05-23 00:00:00,"se solicita reforsar los paños de vidrio laterales e local 5 , ya que se encuentran flosjos sin anclajes ",Junio 2025,Alta,Otros,Correctivo,Comercial,2025-05-28 00:00:00,2025-06-10 00:00:00,2025-06-10 00:00:00,Junio 2025,Atrasado,18,96,2151-01-19 00:00:00,Finalizado,,NRM,"12 perfiles de 1x1x3/16 de aluminio color negro
10 tubos de adhesivo Sika 100% transparente 
2 juegos de guantes para manipular vidrio
2 ventosas para vidrio
2 broca de 1/4 de metal
2 brocas de concreto de 1/4
200 tacos de 1/4 verdes 
200 tornillos chime tal cabeza redonda de 1 pulgada 
1 pistola de Cali pasteo ( de cilicon profecional)",,-
,ORD-2025-0417,Aeropuerto,Sugar Fly Muelle Norte,Tienda ,2025-05-26 00:00:00,se requiere realizar limpieza en la parte superior de la tienda ,Mayo 2025,Media,Limpieza,Correctivo,Master Retail,2025-06-10 00:00:00,2025-06-19 00:00:00,2025-06-19 00:00:00,Junio 2025,Atrasado,24,93,2151-01-22 00:00:00,Finalizado,Facility ,NRM,NRM,,-
,ORD-2025-0423,Aeropuerto,Sugar Fly Terminal 2,Tienda ,2025-05-26 00:00:00,se requiere realizar limpieza en la parte superior de la tienda ,Mayo 2025,Media,Limpieza,Correctivo,Master Retail,2025-06-10 00:00:00,2025-05-30 00:00:00,2025-05-30 00:00:00,Mayo 2025,A Tiempo,4,93,2151-01-22 00:00:00,Finalizado,Facility ,23.49,x2 ,,-
,ORD-2025-0386,Mercado Local,Miniso Multiplaza,TrasTienda,2025-05-27 00:00:00,se requiere hacer una instalacion electrica provicional de la coneccion de la luz del baño,Mayo 2025,Media,Iluminacion,Correctivo,Master Retail,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,Junio 2025,A Tiempo,15,92,2151-01-23 00:00:00,Finalizado,,23.46,"6 pies de cordón caucho 3x12
1  conector Romex de 3/8
3 whire  note 
1 kilo de lechada 
1 broca de 1/2 de 12 pulgadas para roto martillo
1 tape negro",Captura de pantalla 2025-05-27 165248.png,-
,ORD-2025-0395,Mercado Local,Miniso San Miguelito,Tienda ,2025-05-28 00:00:00,instalacion de 2 cajas de luces en area de tienda ,Mayo 2025,Media,Iluminacion,Correctivo,Master Retail,2025-06-12 00:00:00,2025-06-07 00:00:00,2025-06-07 00:00:00,Junio 2025,A Tiempo,10,91,2151-01-24 00:00:00,Finalizado,Proovedor,,NRM,,-
,ORD-2025-0387,Mercado Local,Miniso Multiplaza,Tienda ,2025-05-29 00:00:00,se requiere la instalacion de 2 juego de riel de 30cm en gabeta de muebke de caja ,Mayo 2025,Media,Herreria,Correctivo,Facility,2025-06-13 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,Junio 2025,A Tiempo,13,90,2151-01-25 00:00:00,Finalizado,Facility ,8.52,2 juego de riel de 30cm ,https://drive.google.com/open?id=1_wwF9CitvWpa1DrmST-M7XnZqTZz1-xf&usp=drive_copy,-
,ORD-2025-0391,Mercado Local,Miniso Multiplaza,Tienda ,2025-05-29 00:00:00,se requeire cambiar 4 juegos de bisagras en mueble detrás de area de caja ,Mayo 2025,Media,Cerrajeria ,Correctivo,Facility,2025-06-13 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,Julio 2025,Atrasado,55,90,2151-01-25 00:00:00,Finalizado,Facility,17.07,4 juegos  de bisagras ,https://drive.google.com/open?id=16p7FSi7PxizyW2-6FdV6lPRthRnGE12f&usp=drive_copy,-
,ORD-2025-0416,Aeropuerto,Sugar Fly Capilla,Tienda,2025-05-29 00:00:00,Limpieza general de  polvo en la parte superior de la tienda,Mayo 2025,Media,Limpieza,Correctivo,Facility,2025-06-13 00:00:00,2025-06-19 00:00:00,2025-06-19 00:00:00,Junio 2025,Atrasado,21,90,2151-01-25 00:00:00,Finalizado,Facility ,NRM,NRM,,-
,ORD-2025-0421,Aeropuerto,Sugar Fly Muelle Norte,Tienda ,2025-05-29 00:00:00,solicitan la asecuacion de tablillas para mostrario de productos ,Mayo 2025,Media,Otros,Proyectos especiales,Master Retail,2025-06-13 00:00:00,,,,En Espera,En Espera de Informacion,90,2151-01-25 00:00:00,Sin realizar,Proovedor,,estamos a la espera de el presupuesto,,-
,ORD-2025-0315,Aeropuerto,Bodega 27,Bodega ,2025-05-30 00:00:00,solicitan realizarle manteniemiento correctivo a 1 carretilla de bodega 27,Mayo 2025,Media,Herreria,Correctivo,Facility,2025-06-14 00:00:00,2025-06-18 00:00:00,2025-06-18 00:00:00,Junio 2025,Atrasado,19,89,2151-01-26 00:00:00,Finalizado,Facility,47.62,,,-
,ORD-2025-0067,Mercado Local,Miniso Metromall,Tienda ,2025-06-01 00:00:00,cambio de tacos de expacion de sensores de alarma de entrada de local,Junio 2025,Media,Otros,Correctivo,Facility,2025-06-16 00:00:00,2025-06-13 00:00:00,2025-06-13 00:00:00,Junio 2025,A Tiempo,12,87,2151-01-28 00:00:00,Finalizado,Facility,19.52,"36 pernos de expansión de 1/2x2 ,pegamento epoxico para concreto ",,-
,ORD-2025-0068,Mercado Local,Miniso Metromall,Tienda ,2025-06-01 00:00:00,se reqiere pegar todas las tiras led de la columnas de discos ,Junio 2025,Media,Iluminacion,Correctivo,Facility,2025-06-16 00:00:00,2025-06-13 00:00:00,2025-06-13 00:00:00,Junio 2025,A Tiempo,12,87,2151-01-28 00:00:00,Finalizado,Facility,18.94,2 adesivos transparentes  sika,,-
,ORD-2025-0080,Mercado Local,Miniso Town Center ,Tienda ,2025-06-01 00:00:00,reparacion de atril de tienda ,Junio 2025,Media,Herreria,Correctivo,Facility,2025-06-16 00:00:00,2025-06-01 00:00:00,2025-06-01 00:00:00,Junio 2025,A Tiempo,0,87,2151-01-28 00:00:00,Finalizado,Facility,NRM,NRM,,-
,ORD-2025-0040,Aeropuerto,Fresh And To Go,Tienda ,2025-06-02 00:00:00,solicitan limpieza de tablillas de vidrio,Junio 2025,Media,Puertas,Correctivo,Facility,2025-06-17 00:00:00,2025-07-02 00:00:00,2025-07-02 00:00:00,Julio 2025,Atrasado,30,86,2151-01-29 00:00:00,Finalizado,Facility,NRM,NRM,,-
,ORD-2025-0041,Aeropuerto,Fresh And To Go,Tienda ,2025-06-02 00:00:00,se requiere pegar moldura de madera en area de vitrina ,Junio 2025,Media,Otros,Correctivo,Facility,2025-06-17 00:00:00,2025-07-02 00:00:00,2025-07-02 00:00:00,Julio 2025,Atrasado,30,86,2151-01-29 00:00:00,Finalizado,Facility,9.35,1 tubo de hitack,,-
,ORD-2025-0042,Aeropuerto,Fresh And To Go,Tienda,2025-06-02 00:00:00,cambio de 2 juegos de bisagras en mueble de caja,Junio 2025,Media,Puertas,Correctivo,Facility,2025-06-17 00:00:00,2025-06-18 00:00:00,2025-06-18 00:00:00,Junio 2025,Atrasado,16,86,2151-01-29 00:00:00,Finalizado,Facility,,2 juegos de bisagras para puerta de mueble ,,-
,ORD-2025-0062,Aeropuerto,Melissa Capilla,Tienda ,2025-06-02 00:00:00,instalacion y reubicacion direcional de 8 bombillos par 30,Junio 2025,Media,Iluminacion,Correctivo,Facility,2025-06-17 00:00:00,2025-06-19 00:00:00,2025-06-19 00:00:00,Junio 2025,Atrasado,17,86,2151-01-29 00:00:00,Finalizado,Facility,68.05,8 bombillos par 30 ,,-
,ORD-2025-0657,Aeropuerto,Melissa Norte,Tienda,2025-06-02 00:00:00,-Mantenimiento Semestral - Puerta Enrollable,Julio 2025,Media,Puertas Enrollables,Preventivos,Facility,2025-06-17 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,Julio 2025,Atrasado,49,86,2151-01-29 00:00:00,Finalizado,Proveedor ,149.8,NRM; ,Ver archivo,-
,ORD-2025-0063,Aeropuerto,Miniso 38,Tienda ,2025-06-02 00:00:00,solicitan ajustar 2 tablillas en mueble de caja,Mayo 2025,Media,Otros,Correctivo,Retail,2025-06-17 00:00:00,2025-06-18 00:00:00,2025-06-18 00:00:00,Junio 2025,Atrasado,16,86,2151-01-29 00:00:00,Finalizado,Facility,NRM,NRM,,-
,ORD-2025-0065,Aeropuerto,Miniso C2-80,Tienda ,2025-06-02 00:00:00,se requiere realizar retoques de pintura en paredes,Mayo 2025,Media,Pintura,Correctivo,Retail,2025-06-17 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,Julio 2025,Atrasado,58,86,2151-01-29 00:00:00,Finalizado,Facility,,1 galon de pintura blanca,,-
,ORD-2025-0066,Aeropuerto,Miniso C2-80,Tienda ,2025-06-02 00:00:00,ajuste de 2 tablillas o remplazo de escuadras ,Mayo 2025,Media,Cerrajeria ,Correctivo,Retail,2025-06-17 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,Julio 2025,Atrasado,57,86,2151-01-29 00:00:00,Finalizado,Facility,NRM,NRM,,-
,ORD-2025-0083,Aeropuerto,Sugar Fly Terminal 2,Tienda ,2025-06-02 00:00:00,se requiere csambio de 1 bombillo par 30,Mayo 2025,Media,Iluminacion,Correctivo,Retail,2025-06-17 00:00:00,2025-06-18 00:00:00,2025-06-18 00:00:00,Junio 2025,Atrasado,16,86,2151-01-29 00:00:00,Finalizado,Facility,,1 bombillo par 30,,-
,ORD-2025-0455,Mercado Local,Miniso Altaplaza,TrasTienda,2025-06-04 00:00:00,se requiere reacomodar la lampara que esta en forma vertical colocarla en forma horizontal,Junio 2025,Media,Iluminacion,Correctivo,Facility,2025-06-19 00:00:00,2025-06-16 00:00:00,2025-06-16 00:00:00,Junio 2025,A Tiempo,12,84,2151-01-31 00:00:00,Finalizado,Facility,NRM,NRM; ,,-
,ORD-2025-0082,Aeropuerto,Sugar Fly Terminal 2,Tienda ,2025-06-04 00:00:00,solicitan la desinstalacion de 2 puertas de vidrio medianas en area de vitrina,Junio 2025,Emergencia,Puertas,Correctivo,Facility,2025-06-05 00:00:00,2025-06-04 00:00:00,2025-06-04 00:00:00,Junio 2025,A Tiempo,0,84,2151-01-31 00:00:00,Finalizado,Facility,NRM,NRM,,-
,ORD-2025-0497,Real State,"Yafe Casco Viejo, S.A.",Techo,2025-06-06 00:00:00,Se tiene que impermibilizar el techo de yafe,Junio 2025,Media,Techo,Correctivo,Facility,2025-06-21 00:00:00,25/06/2025,2025-06-25 00:00:00,Junio 2025,Atrasado,19,82,2151-02-02 00:00:00,Finalizado,Facility,71.32,"Fastyl 1Gl Gris; Brocha 4 ""; Cinta Electrica; ",Ver archivo,-
,ORD-2025-0458,Real State,"Plaza Pacifica Top, S.A.",Local  2,2025-06-07 00:00:00,"Reparar gotera que afecta goteras que afectan el local 2, cae sobre la computaroda ",Junio 2025,Media,Techo,Correctivo,Comercial,2025-06-22 00:00:00,2025-06-17 00:00:00,2025-06-20 00:00:00,Junio 2025,A Tiempo,13,81,2151-02-03 00:00:00,Finalizado,,,,,-
,ORD-2025-0689,Mercado Local,Master Retail,Estacionamiento ,2025-06-08 00:00:00,-Se Cayo el Letrero de Director en el estacionamiento del Señor Nelson.,Agosto 2025,Media,Otros,Correctivo,Master Retail,2025-06-23 00:00:00,2025-06-08 00:00:00,2025-06-08 00:00:00,Junio 2025,A Tiempo,0,80,2151-02-04 00:00:00,Finalizado,Facility,5.77,"Tape de Montaje 1"" x 50""; ",,-
,ORD-2025-0691,Mercado Local,Miniso Altaplaza,Tienda,2025-06-08 00:00:00,"-desconexión de  cableado eléctrico , Reubicación  de mesa de maquillaje e  instalación de  nueva mesa ",Agosto 2025,Media,Modulares,Adecuación,Facility,2025-06-23 00:00:00,,,,En Espera,En Espera de Informacion,80,2151-02-04 00:00:00,Sin realizar,Facility,NRM; ,NRM; ,,-
,ORD-2025-0492,Real State,"Dekel Casa Malecón, S.A.",Planta Baja,2025-06-11 00:00:00,Retiro de Aires Acondicionados,Junio 2025,Media,Paredes,Correctivo,Facility,2025-06-26 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,Julio 2025,Atrasado,36,77,2151-02-07 00:00:00,Finalizado,Proveedor ,NRM,,,-
,ORD-2025-0487,Real State,"Juwow, S.A.",Oficina 21-A,2025-06-11 00:00:00,Termostato del aire acondicionado no está controlando,Julio 2025,Media,Aire Acondicionado,Correctivo,Cliente,2025-06-26 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,Julio 2025,Atrasado,26,77,2151-02-07 00:00:00,Finalizado,Proveedor ,,,,-
,ORD-2025-0493,Real State,Marina View Consortium Inc.,Piso 22,2025-06-11 00:00:00,Cambio de Piso Distribuitique ,Junio 2025,Media,Paredes,Correctivo,Facility,2025-06-26 00:00:00,2025-06-25 00:00:00,2025-06-25 00:00:00,,A Tiempo,14,77,2151-02-07 00:00:00,Finalizado,Proveedor ,1050,,,-
,ORD-2025-0522,Mercado Local,Miniso Albrook,Tienda,2025-06-11 00:00:00,-Mantenimiento preventivo - Fumigación ,Junio 2025,Media,Fumigacion,Preventivos,Facility,2025-06-26 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,Julio 2025,Atrasado,31,77,2151-02-07 00:00:00,Finalizado,Proveedor,32.1,NRM; ,Ver archivo,-
,ORD-2025-0070,Mercado Local,Miniso Metromall,TrasTienda,2025-06-11 00:00:00,pintura de Paredes de baño,Junio 2025,Baja,Pintura,Correctivo,Facility,2025-07-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,Junio 2025,A Tiempo,0,77,2151-02-07 00:00:00,Finalizado,Facility,,,,-
,ORD-2025-0079,Mercado Local,Miniso Multiplaza,TrasTienda,2025-06-11 00:00:00,pintura de Paredes de baño,Junio 2025,Baja,Pintura,Correctivo,Facility,2025-07-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,Junio 2025,A Tiempo,0,77,2151-02-07 00:00:00,Finalizado,Facility,NRM,NRM,,-
,ORD-2025-0488,Real State,"Yafe Casco Viejo, S.A.",Piso 1,2025-06-11 00:00:00,-Filitracion de Agua del Piso 1 ,Junio 2025,Media,Paredes,Correctivo,Facility,2025-06-26 00:00:00,,,,En Espera,En Espera de Informacion,77,2151-02-07 00:00:00,Sin realizar,,,,,-
,ORD-2025-0489,Real State,"Yafe Casco Viejo, S.A.",Piso 1,2025-06-11 00:00:00,Reparar Pared Principal de Entrada Piso 1,Junio 2025,Media,Paredes,Correctivo,Facility,2025-06-26 00:00:00,,,,En Espera,En Espera de Informacion,77,2151-02-07 00:00:00,Sin realizar,,,,,-
,ORD-2025-0490,Real State,"Yafe Casco Viejo, S.A.",Piso 1,2025-06-11 00:00:00,Reparar Pared dañada Piso 4.,Junio 2025,Media,Paredes,Correctivo,Facility,2025-06-26 00:00:00,,,,En Espera,En Espera de Informacion,77,2151-02-07 00:00:00,Sin realizar,,,,,-
,ORD-2025-0038,Real State,"Bodegas Industriales, S.A.",Area Comun,2025-06-16 00:00:00,"Reforzar canaleta frontal de la propiedad, se abre cuando llueve mucho",Junio 2025,Media,Techo,Correctivo,Facility,2025-07-01 00:00:00,,,,En Espera,En Espera de Informacion,72,2151-02-12 00:00:00,Sin realizar,Facility,,,,-
,ORD-2025-0039,Real State,"Dekel Casa Malecón, S.A.",Area Comun,2025-06-16 00:00:00,Retirar condensadores ubicadas en  la parte de atrás de local y quitar todo lo relacionado al sistema de aire acondicionado,Junio 2025,Media,Techo,Correctivo,Facility,2025-07-01 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,Julio 2025,Atrasado,31,72,2151-02-12 00:00:00,Finalizado,Proveedor,,,,-
,ORD-2025-0053,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-06-17 00:00:00,Hacer mueble para dishwasher,Junio 2025,Media,Otros,Proyectos especiales,Facility,2025-07-02 00:00:00,2025-07-03 00:00:00,2025-07-04 00:00:00,Julio 2025,Atrasado,17,71,2151-02-13 00:00:00,Finalizado,Proveedor,,NRM,,-
,ORD-2025-0052,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-06-17 00:00:00,Remplazar piso de la cocina y area de la Lavanderia  baño de empleada ,Junio 2025,Media,Pisos,Proyectos especiales,Facility,2025-07-02 00:00:00,2025-06-30 00:00:00,2025-07-03 00:00:00,Julio 2025,Atrasado,16,71,2151-02-13 00:00:00,Finalizado,Proveedor,,,,-
,ORD-2025-0047,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-06-17 00:00:00,Remplazar Brazo del Mueble  de la cocina,Junio 2025,Media,Herreria,Correctivo,facility,2025-07-02 00:00:00,,,,En Espera,En Espera de Informacion,71,2151-02-13 00:00:00,Sin realizar,Facility,,,,-
,ORD-2025-0061,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-06-17 00:00:00,"Remplazar dos aires Acondicionados , comprar 3 controles Remotos",Junio 2025,Media,Aire Acondicionado,Correctivo,Proveedor,2025-07-02 00:00:00,2025-06-27 00:00:00,2025-06-30 00:00:00,Junio 2025,A Tiempo,13,71,2151-02-13 00:00:00,Finalizado,Facility,,,,-
,ORD-2025-0051,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-06-17 00:00:00,remplazar aro de cera y tornillos traceros,Junio 2025,Media,Plomeria ,Correctivo,Facility,2025-07-02 00:00:00,2025-06-27 00:00:00,2025-06-27 00:00:00,Junio 2025,A Tiempo,10,71,2151-02-13 00:00:00,Finalizado,Facility,,"1 aro de cera , 1 juego de tornillos traseros , 1 kilo de lechada blanca o 1 tubo de cilicon blanco",,-
,ORD-2025-0057,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-06-17 00:00:00,Cambio de abanico en el Balcon,Junio 2025,Media,Electricidad,Correctivo,Facility,2025-07-02 00:00:00,2025-06-27 00:00:00,2025-06-27 00:00:00,Junio 2025,A Tiempo,10,71,2151-02-13 00:00:00,Finalizado,Facility,,cotizar 1 abanico pequeño de techo,,-
,ORD-2025-0058,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-06-17 00:00:00,Instalacion del Persianas del cuarto de la entrada,Junio 2025,Media,Otros,Correctivo,Proveedor,2025-07-02 00:00:00,2025-06-27 00:00:00,2025-06-27 00:00:00,Junio 2025,A Tiempo,10,71,2151-02-13 00:00:00,Finalizado,Facility,,,,-
,ORD-2025-0059,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-06-17 00:00:00,Pintar Techo en area de lamparas de la Sala,Junio 2025,Media,Pintura,Correctivo,Facility,2025-07-02 00:00:00,2025-06-27 00:00:00,2025-06-27 00:00:00,Junio 2025,A Tiempo,10,71,2151-02-13 00:00:00,Finalizado,Facility,,,,-
,ORD-2025-0060,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-06-17 00:00:00,Nivelar Puerta de la Entrada Principal,Junio 2025,Media,Puertas,Correctivo,Facility,2025-07-02 00:00:00,2025-06-27 00:00:00,2025-06-27 00:00:00,Junio 2025,A Tiempo,10,71,2151-02-13 00:00:00,Finalizado,Facility,NRM,,,-
,ORD-2025-0046,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-06-17 00:00:00,"Pintar Recamara princiapal , Area de pintura Levantada y area con Humedad",Junio 2025,Media,Pintura,Correctivo,facility,2025-07-02 00:00:00,2025-06-26 00:00:00,2025-06-26 00:00:00,Junio 2025,A Tiempo,9,71,2151-02-13 00:00:00,Finalizado,Facility,,"1/4 de limpiado de moho y humedad,1 galon de sellador blanco,2 galones de pintura blnaca ",,-
,ORD-2025-0055,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-06-17 00:00:00,Resanar con lechada impermeable el sobre de granito del Lava mano principal,Junio 2025,Media,Otros,Correctivo,Facility,2025-07-02 00:00:00,2025-06-26 00:00:00,2025-06-26 00:00:00,Junio 2025,A Tiempo,9,71,2151-02-13 00:00:00,Finalizado,Facility,,1 kilo de lechada negra impermeable ,,-
,ORD-2025-0056,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-06-17 00:00:00,Remplazar focos en sala principal,Junio 2025,Media,Iluminacion,Correctivo,Facility,2025-07-02 00:00:00,2025-06-25 00:00:00,2025-06-25 00:00:00,Junio 2025,A Tiempo,8,71,2151-02-13 00:00:00,Finalizado,Facility,NRM,los bombillos estan en el apaertamento,,-
,ORD-2025-0044,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-06-17 00:00:00,Reparar Baquelita de  data ,Junio 2025,Media,Otros,Correctivo,Facility,2025-07-02 00:00:00,2025-06-24 00:00:00,2025-06-24 00:00:00,Junio 2025,A Tiempo,7,71,2151-02-13 00:00:00,Finalizado,Facility,0.54,1 baquelita de data ,,-
,ORD-2025-0045,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-06-17 00:00:00,Tapar huecos de soporte de televisor en el area de television,Junio 2025,Media,Paredes,Correctivo,Facility,2025-07-02 00:00:00,2025-06-24 00:00:00,2025-06-24 00:00:00,Junio 2025,A Tiempo,7,71,2151-02-13 00:00:00,Finalizado,Facility,,1/4 de masilla plastica blanca ,,-
,ORD-2025-0048,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-06-17 00:00:00,"Remplaza Tapa de Baquelita de data , area de den",Junio 2025,Media,Otros,Correctivo,Facility,2025-07-02 00:00:00,2025-06-24 00:00:00,2025-06-24 00:00:00,Junio 2025,A Tiempo,7,71,2151-02-13 00:00:00,Finalizado,Facility,,1 baquelita de data ,,-
,ORD-2025-0049,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-06-17 00:00:00,Reaparar bordes de Playwood de la cocina 4 ,Junio 2025,Media,Otros,Correctivo,Facility,2025-07-02 00:00:00,2025-06-24 00:00:00,2025-06-24 00:00:00,Junio 2025,A Tiempo,7,71,2151-02-13 00:00:00,Finalizado,Facility,,canto del color de la puerta ,,-
,ORD-2025-0050,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-06-17 00:00:00,Reparar puertas izquierda del Fregador dañada de la puerta Inferior,Junio 2025,Media,Otros,Correctivo,Facility,2025-07-02 00:00:00,2025-06-24 00:00:00,2025-06-24 00:00:00,Junio 2025,A Tiempo,7,71,2151-02-13 00:00:00,Finalizado,Proveedor ,,,,-
,ORD-2025-0073,Mercado Local,Miniso Metromall,Tienda,2025-06-17 00:00:00,1 cerradura de gabeta ,Junio 2025,Media,Cerrajeria ,Correctivo,Facility,2025-07-02 00:00:00,2025-08-10 00:00:00,2025-08-10 00:00:00,Agosto 2025,Atrasado,54,71,2151-02-13 00:00:00,Finalizado,Facility,,,,-
,ORD-2025-0069,Mercado Local,Miniso Metromall,Tienda,2025-06-17 00:00:00,1 juego de riel de 30 com ,Junio 2025,Media,Otros,Correctivo,Facility,2025-07-02 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,Julio 2025,Atrasado,35,71,2151-02-13 00:00:00,Finalizado,Facility,8.55,,,-
,ORD-2025-0484,Aeropuerto,Bodega Fresh To Go,Tienda,2025-06-20 00:00:00,- Señalizacion de Salida .,Junio 2025,Media,Sistema de extincion,Adecuación,Facility,2025-07-05 00:00:00,2025-06-23 00:00:00,2025-06-23 00:00:00,Junio 2025,A Tiempo,3,68,2151-02-16 00:00:00,Finalizado,Proveedor,14.98,NRM; ,,-
,ORD-2025-0064,Mercado Local,Miniso Altaplaza,Tienda ,2025-06-20 00:00:00,pintura de los herrajes de demostracion de producto,Junio 2025,Media,Cerrajeria ,Correctivo,Facility,2025-07-05 00:00:00,,,,En Espera,En Espera de Informacion,68,2151-02-16 00:00:00,Sin realizar,Facility,19.2,6 latas de spay blanco color blanco,Ver archivo,-
,ORD-2025-0077,Mercado Local,Miniso Metromall,Tienda ,2025-06-20 00:00:00,cortar los pines sonbrantes de los anclajes de los sensores de alarma de la entrada ,Junio 2025,Media,Herreria,Correctivo,Facility,2025-07-05 00:00:00,2025-06-30 00:00:00,2025-06-30 00:00:00,Junio 2025,A Tiempo,10,68,2151-02-16 00:00:00,Finalizado,Facility,NRM,NRM,,-
